1.000000E+00 NAN NAN
1.099000E+00 NAN NAN
1.198000E+00 1.190424E-01 2.167319E+01
1.297000E+00 1.240116E-01 1.884835E+01
1.396000E+00 1.289708E-01 1.780247E+01
1.495000E+00 1.339104E-01 1.711832E+01
1.594000E+00 1.388239E-01 1.669510E+01
1.693000E+00 1.437063E-01 1.622762E+01
1.792000E+00 1.485549E-01 1.583956E+01
1.891000E+00 1.533676E-01 1.551460E+01
1.990000E+00 1.581428E-01 1.514477E+01
2.089000E+00 1.628800E-01 1.491816E+01
2.188000E+00 1.675787E-01 1.472530E+01
2.287000E+00 1.722383E-01 1.448069E+01
2.386000E+00 1.768591E-01 1.426814E+01
2.485000E+00 1.814414E-01 1.415427E+01
2.584000E+00 1.859853E-01 1.398838E+01
2.683000E+00 1.904912E-01 1.384265E+01
2.782000E+00 1.949596E-01 1.371435E+01
2.881000E+00 1.993910E-01 1.360118E+01
2.980000E+00 2.037859E-01 1.344361E+01
3.079000E+00 2.081449E-01 1.335733E+01
3.178000E+00 2.124687E-01 1.328115E+01
3.277000E+00 2.167577E-01 1.316223E+01
3.376000E+00 2.210125E-01 1.310454E+01
3.475000E+00 2.252339E-01 1.305388E+01
3.574000E+00 2.294221E-01 1.296235E+01
3.673000E+00 2.335780E-01 1.287920E+01
3.772000E+00 2.377020E-01 1.284788E+01
3.871000E+00 2.417948E-01 1.277777E+01
3.970000E+00 2.458569E-01 1.271389E+01
4.069000E+00 2.498887E-01 1.265567E+01
4.168000E+00 2.538910E-01 1.264259E+01
4.267000E+00 2.578640E-01 1.259326E+01
4.366000E+00 2.618084E-01 1.254829E+01
4.465000E+00 2.657246E-01 1.250732E+01
4.564000E+00 2.696132E-01 1.247003E+01
4.663000E+00 2.734745E-01 1.243613E+01
4.762000E+00 2.773091E-01 1.240535E+01
4.861000E+00 2.811173E-01 1.234313E+01
4.960000E+00 2.848997E-01 1.231854E+01
5.059000E+00 2.886566E-01 1.229641E+01
5.158000E+00 2.923885E-01 1.227656E+01
5.257000E+00 2.960956E-01 1.225882E+01
5.356000E+00 2.997785E-01 1.221173E+01
5.455000E+00 3.034375E-01 1.219829E+01
5.554000E+00 3.070730E-01 1.218656E+01
5.653000E+00 3.106854E-01 1.214661E+01
5.752000E+00 3.142749E-01 1.213838E+01
5.851000E+00 3.178419E-01 1.210267E+01
5.950000E+00 3.213869E-01 1.209750E+01
6.049000E+00 3.249100E-01 1.206553E+01
6.148000E+00 3.284116E-01 1.206304E+01
6.247000E+00 3.318921E-01 1.203439E+01
6.346000E+00 3.353516E-01 1.200749E+01
6.445000E+00 3.387906E-01 1.200859E+01
6.544000E+00 3.422093E-01 1.198447E+01
6.643000E+00 3.456080E-01 1.198754E+01
6.742000E+00 3.489869E-01 1.196592E+01
6.841000E+00 3.523464E-01 1.194564E+01
6.940000E+00 3.556866E-01 1.192661E+01
7.039000E+00 3.590079E-01 1.193321E+01
7.138000E+00 3.623104E-01 1.191620E+01
7.237000E+00 3.655945E-01 1.190027E+01
7.336000E+00 3.688603E-01 1.188538E+01
7.435000E+00 3.721082E-01 1.187147E+01
7.534000E+00 3.753383E-01 1.188154E+01
7.633000E+00 3.785509E-01 1.186918E+01
7.732000E+00 3.817462E-01 1.185768E+01
7.831000E+00 3.849243E-01 1.184699E+01
7.930000E+00 3.880855E-01 1.183708E+01
8.029000E+00 3.912300E-01 1.182791E+01
8.128000E+00 3.943580E-01 1.181945E+01
8.227000E+00 3.974698E-01 1.181167E+01
8.326000E+00 4.005654E-01 1.180453E+01
8.425000E+00 4.036450E-01 1.179801E+01
8.524000E+00 4.067090E-01 1.179209E+01
8.623000E+00 4.097574E-01 1.178673E+01
8.722000E+00 4.127904E-01 1.178192E+01
8.821000E+00 4.158082E-01 1.175743E+01
8.920000E+00 4.188110E-01 1.175381E+01
9.019000E+00 4.217989E-01 1.175067E+01
9.118000E+00 4.247721E-01 1.174799E+01
9.217000E+00 4.277307E-01 1.174575E+01
9.316000E+00 4.306750E-01 1.174393E+01
9.415000E+00 4.336050E-01 1.174251E+01
9.514000E+00 4.365209E-01 1.172247E+01
9.613000E+00 4.394229E-01 1.172196E+01
9.712000E+00 4.423112E-01 1.172181E+01
9.811000E+00 4.451858E-01 1.172201E+01
9.910000E+00 4.480469E-01 1.170413E+01
1.000900E+01 4.508947E-01 1.170511E+01
